image,normalized_png,normalized_npy,height,width,radial_bands,angular_samples,status
fionar1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar1_normalized.npy,128,128,8,128,ok
fionar2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar2_normalized.npy,128,128,8,128,ok
fionar3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar3_normalized.npy,128,128,8,128,ok
fionar4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar4_normalized.npy,128,128,8,128,ok
fionar5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\10_right_fionar5_normalized.npy,128,128,8,128,ok
hockl1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl1_normalized.npy,128,128,8,128,ok
hockl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl2_normalized.npy,128,128,8,128,ok
hockl3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl3_normalized.npy,128,128,8,128,ok
hockl4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl4_normalized.npy,128,128,8,128,ok
hockl5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_left_hockl5_normalized.npy,128,128,8,128,ok
hockr1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr1_normalized.npy,128,128,8,128,ok
hockr2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr2_normalized.npy,128,128,8,128,ok
hockr3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr3_normalized.npy,128,128,8,128,ok
hockr4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr4_normalized.npy,128,128,8,128,ok
hockr5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\11_right_hockr5_normalized.npy,128,128,8,128,ok
kelvinl1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl1_normalized.npy,128,128,8,128,ok
kelvinl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl2_normalized.npy,128,128,8,128,ok
kelvinl3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl3_normalized.npy,128,128,8,128,ok
kelvinl4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl4_normalized.npy,128,128,8,128,ok
kelvinl5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_left_kelvinl5_normalized.npy,128,128,8,128,ok
kelvinr1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr1_normalized.npy,128,128,8,128,ok
kelvinr2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr2_normalized.npy,128,128,8,128,ok
kelvinr3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr3_normalized.npy,128,128,8,128,ok
kelvinr4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr4_normalized.npy,128,128,8,128,ok
kelvinr5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\12_right_kelvinr5_normalized.npy,128,128,8,128,ok
lec_1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lec_1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lec_1_normalized.npy,128,128,8,128,ok
lecl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl2_normalized.npy,128,128,8,128,ok
lecl3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl3_normalized.npy,128,128,8,128,ok
lecl4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl4_normalized.npy,128,128,8,128,ok
lecl5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_left_lecl5_normalized.npy,128,128,8,128,ok
lecr1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr1_normalized.npy,128,128,8,128,ok
lecr2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr2_normalized.npy,128,128,8,128,ok
lecr3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr3_normalized.npy,128,128,8,128,ok
lecr4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr4_normalized.npy,128,128,8,128,ok
lecr5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\13_right_lecr5_normalized.npy,128,128,8,128,ok
liujwl1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl1_normalized.npy,128,128,8,128,ok
liujwl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl2_normalized.npy,128,128,8,128,ok
liujwl3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl3_normalized.npy,128,128,8,128,ok
liujwl4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl4_normalized.npy,128,128,8,128,ok
liujwl5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_left_liujwl5_normalized.npy,128,128,8,128,ok
liujwr1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr1_normalized.npy,128,128,8,128,ok
liujwr2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr2_normalized.npy,128,128,8,128,ok
liujwr3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr3_normalized.npy,128,128,8,128,ok
liujwr4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr4_normalized.npy,128,128,8,128,ok
liujwr5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\14_right_liujwr5_normalized.npy,128,128,8,128,ok
lokel1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel1_normalized.npy,128,128,8,128,ok
lokel2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel2_normalized.npy,128,128,8,128,ok
lokel3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel3_normalized.npy,128,128,8,128,ok
lokel4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel4_normalized.npy,128,128,8,128,ok
lokel5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_left_lokel5_normalized.npy,128,128,8,128,ok
loker1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker1_normalized.npy,128,128,8,128,ok
loker2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker2_normalized.npy,128,128,8,128,ok
loker3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker3_normalized.npy,128,128,8,128,ok
loker4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker4_normalized.npy,128,128,8,128,ok
loker5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\15_right_loker5_normalized.npy,128,128,8,128,ok
lowyfl1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl1_normalized.npy,128,128,8,128,ok
lowyfl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl2_normalized.npy,128,128,8,128,ok
lowyfl3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl3_normalized.npy,128,128,8,128,ok
lowyfl4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl4_normalized.npy,128,128,8,128,ok
lowyfl5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_left_lowyfl5_normalized.npy,128,128,8,128,ok
lowyfr1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr1_normalized.npy,128,128,8,128,ok
lowyfr2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr2_normalized.npy,128,128,8,128,ok
lowyfr3.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr3_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr3_normalized.npy,128,128,8,128,ok
lowyfr4.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr4_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr4_normalized.npy,128,128,8,128,ok
lowyfr5.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr5_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\16_right_lowyfr5_normalized.npy,128,128,8,128,ok
lpjl1.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\17_left_lpjl1_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\17_left_lpjl1_normalized.npy,128,128,8,128,ok
lpjl2.bmp,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\17_left_lpjl2_normalized.png,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\normalizacja\17_left_lpjl2_normalized.npy,128,128,8,128,ok
