probe_image,probe_subject,match_image,match_subject,hamming_distance,best_shift,is_correct
bryanl5.bmp,2_left,liujwl1.bmp,14_left,0.21240234375,7,False
bryanr1.bmp,2_right,bryanr3.bmp,2_right,0.177734375,2,True
bryanr2.bmp,2_right,bryanr3.bmp,2_right,0.1689453125,-1,True
bryanr3.bmp,2_right,bryanr2.bmp,2_right,0.1689453125,1,True
bryanr4.bmp,2_right,bryanr1.bmp,2_right,0.19287109375,-1,True
bryanr5.bmp,2_right,masr4.bmp,20_right,0.193359375,2,False
masl1.bmp,20_left,masl3.bmp,20_left,0.18115234375,-2,True
masl2.bmp,20_left,masl4.bmp,20_left,0.123046875,0,True
masl3.bmp,20_left,masl5.bmp,20_left,0.13916015625,-1,True
masl4.bmp,20_left,masl2.bmp,20_left,0.123046875,0,True
masl5.bmp,20_left,masl3.bmp,20_left,0.13916015625,1,True
masr1.bmp,20_right,eugenehor4.bmp,8_right,0.17578125,4,False
masr2.bmp,20_right,masr5.bmp,20_right,0.17041015625,0,True
masr3.bmp,20_right,chualsl1.bmp,7_left,0.19091796875,-6,False
masr4.bmp,20_right,masr5.bmp,20_right,0.169921875,1,True
masr5.bmp,20_right,masr4.bmp,20_right,0.169921875,-1,True
mazwanl1.bmp,21_left,mazwanl5.bmp,21_left,0.177734375,-1,True
mazwanl2.bmp,21_left,mazwanl4.bmp,21_left,0.1572265625,0,True
mazwanl3.bmp,21_left,kelvinr2.bmp,12_right,0.18896484375,2,False
mazwanl4.bmp,21_left,mazwanl2.bmp,21_left,0.1572265625,0,True
mazwanl5.bmp,21_left,mazwanl1.bmp,21_left,0.177734375,1,True
mazwanr1.bmp,21_right,mazwanr5.bmp,21_right,0.1640625,-2,True
mazwanr2.bmp,21_right,mazwanr5.bmp,21_right,0.16552734375,-2,True
mazwanr3.bmp,21_right,mazwanr1.bmp,21_right,0.17626953125,0,True
mazwanr4.bmp,21_right,mazwanr3.bmp,21_right,0.19091796875,4,True
mazwanr5.bmp,21_right,mazwanr1.bmp,21_right,0.1640625,2,True
chingycl1.bmp,3_left,chingycl4.bmp,3_left,0.15771484375,-2,True
chingycl2.bmp,3_left,lokel1.bmp,15_left,0.14208984375,-5,False
chingycl3.bmp,3_left,chingycl4.bmp,3_left,0.09375,0,True
chingycl4.bmp,3_left,chingycl3.bmp,3_left,0.09375,0,True
chingycl5.bmp,3_left,chingycl1.bmp,3_left,0.1708984375,1,True
chingycr1.bmp,3_right,chingycr2.bmp,3_right,0.162109375,0,True
chingycr2.bmp,3_right,chingycr3.bmp,3_right,0.12255859375,0,True
chingycr3.bmp,3_right,chingycr2.bmp,3_right,0.12255859375,0,True
chingycr4.bmp,3_right,chingycr2.bmp,3_right,0.1513671875,0,True
chingycr5.bmp,3_right,chingycr4.bmp,3_right,0.1904296875,-3,True
chongpkl1.bmp,5_left,chongpkl4.bmp,5_left,0.142578125,0,True
chongpkl2.bmp,5_left,fional5.bmp,10_left,0.20654296875,6,False
chongpkl3.bmp,5_left,kelvinl1.bmp,12_left,0.17236328125,-3,False
chongpkl4.bmp,5_left,chongpkl1.bmp,5_left,0.142578125,0,True
chongpkl5.bmp,5_left,lowyfl1.bmp,16_left,0.205078125,3,False
chongpkr1.bmp,5_right,chongpkr3.bmp,5_right,0.14404296875,2,True
chongpkr2.bmp,5_right,chongpkr4.bmp,5_right,0.2080078125,0,True
chongpkr3.bmp,5_right,chongpkr1.bmp,5_right,0.14404296875,-2,True
chongpkr4.bmp,5_right,chongpkr3.bmp,5_right,0.18994140625,3,True
chongpkr5.bmp,5_right,lpjr4.bmp,17_right,0.19189453125,-3,False
christinel1.bmp,6_left,christinel3.bmp,6_left,0.12548828125,0,True
christinel2.bmp,6_left,christinel1.bmp,6_left,0.173828125,1,True
christinel3.bmp,6_left,christinel1.bmp,6_left,0.12548828125,0,True
christinel4.bmp,6_left,mazwanl3.bmp,21_left,0.18994140625,1,False
christinel5.bmp,6_left,christiner1.bmp,6_right,0.18994140625,2,False
christiner1.bmp,6_right,christiner5.bmp,6_right,0.171875,0,True
christiner2.bmp,6_right,christiner5.bmp,6_right,0.16015625,-2,True
christiner3.bmp,6_right,christiner4.bmp,6_right,0.13037109375,0,True
christiner4.bmp,6_right,christiner3.bmp,6_right,0.13037109375,0,True
christiner5.bmp,6_right,christiner2.bmp,6_right,0.16015625,2,True
chualsl1.bmp,7_left,chualsl2.bmp,7_left,0.1005859375,0,True
chualsl2.bmp,7_left,chualsl1.bmp,7_left,0.1005859375,0,True
chualsl3.bmp,7_left,chualsl4.bmp,7_left,0.08203125,0,True
chualsl4.bmp,7_left,chualsl3.bmp,7_left,0.08203125,0,True
chualsl5.bmp,7_left,masr5.bmp,20_right,0.1767578125,4,False
chualsr1.bmp,7_right,chualsr2.bmp,7_right,0.1328125,0,True
chualsr2.bmp,7_right,chualsr3.bmp,7_right,0.10791015625,-1,True
chualsr3.bmp,7_right,chualsr2.bmp,7_right,0.10791015625,1,True
chualsr4.bmp,7_right,chualsr2.bmp,7_right,0.1201171875,0,True
chualsr5.bmp,7_right,chualsr3.bmp,7_right,0.14013671875,0,True
eugenehol1.bmp,8_left,eugenehor3.bmp,8_right,0.19140625,1,False
eugenehol2.bmp,8_left,eugenehol3.bmp,8_left,0.12744140625,0,True
eugenehol3.bmp,8_left,eugenehol2.bmp,8_left,0.12744140625,0,True
eugenehol4.bmp,8_left,eugenehol5.bmp,8_left,0.11328125,-1,True
eugenehol5.bmp,8_left,eugenehol4.bmp,8_left,0.11328125,1,True
eugenehor1.bmp,8_right,eugenehor3.bmp,8_right,0.12158203125,0,True
eugenehor2.bmp,8_right,eugenehor1.bmp,8_right,0.1357421875,0,True
eugenehor3.bmp,8_right,eugenehor1.bmp,8_right,0.12158203125,0,True
eugenehor4.bmp,8_right,masr1.bmp,20_right,0.17578125,-4,False
eugenehor5.bmp,8_right,lowyfl3.bmp,16_left,0.1806640625,-2,False
fatmal1.bmp,9_left,fatmal3.bmp,9_left,0.17919921875,-1,True
fatmal2.bmp,9_left,fatmal5.bmp,9_left,0.1533203125,-1,True
fatmal3.bmp,9_left,fatmal4.bmp,9_left,0.16162109375,-1,True
fatmal4.bmp,9_left,fatmal3.bmp,9_left,0.16162109375,1,True
fatmal5.bmp,9_left,fatmal2.bmp,9_left,0.1533203125,1,True
fatmar1.bmp,9_right,fatmar3.bmp,9_right,0.17041015625,-1,True
fatmar2.bmp,9_right,fatmar4.bmp,9_right,0.1162109375,-1,True
fatmar3.bmp,9_right,fatmar1.bmp,9_right,0.17041015625,1,True
fatmar4.bmp,9_right,fatmar2.bmp,9_right,0.1162109375,1,True
fatmar5.bmp,9_right,fatmal2.bmp,9_left,0.16845703125,-2,False
