image_a,image_b,subject_a,subject_b,hamming_distance,best_shift,valid_bits,is_genuine,accepted
aeval1.bmp,ngkokwhyl2.bmp,1_left,24_left,0.19921875,-4,2048,False,True
aeval1.bmp,ngkokwhyl3.bmp,1_left,24_left,0.205078125,-1,2048,False,True
aeval1.bmp,ngkokwhyl4.bmp,1_left,24_left,0.2333984375,3,2048,False,False
aeval1.bmp,ngkokwhyl5.bmp,1_left,24_left,0.21142578125,-4,2048,False,True
aeval1.bmp,ngkokwhyr1.bmp,1_left,24_right,0.2294921875,5,2048,False,False
aeval1.bmp,ngkokwhyr2.bmp,1_left,24_right,0.24365234375,3,2048,False,False
aeval1.bmp,ngkokwhyr3.bmp,1_left,24_right,0.2490234375,5,2048,False,False
aeval1.bmp,ngkokwhyr4.bmp,1_left,24_right,0.23974609375,1,2048,False,False
aeval1.bmp,ngkokwhyr5.bmp,1_left,24_right,0.24169921875,-3,2048,False,False
aeval1.bmp,nkll1.bmp,1_left,25_left,0.2255859375,1,2048,False,False
aeval1.bmp,nkll2.bmp,1_left,25_left,0.23095703125,0,2048,False,False
aeval1.bmp,nkll3.bmp,1_left,25_left,0.24169921875,-8,2048,False,False
aeval1.bmp,nkll4.bmp,1_left,25_left,0.2451171875,-7,2048,False,False
aeval1.bmp,nkll5.bmp,1_left,25_left,0.24658203125,1,2048,False,False
aeval1.bmp,nklr1.bmp,1_left,25_right,0.23876953125,-5,2048,False,False
aeval1.bmp,nklr2.bmp,1_left,25_right,0.2138671875,-3,2048,False,True
aeval1.bmp,nklr3.bmp,1_left,25_right,0.20263671875,0,2048,False,True
aeval1.bmp,nklr4.bmp,1_left,25_right,0.201171875,0,2048,False,True
aeval1.bmp,nklr5.bmp,1_left,25_right,0.2099609375,-1,2048,False,True
aeval1.bmp,norazal1.bmp,1_left,26_left,0.22705078125,-8,2048,False,False
aeval1.bmp,norazal2.bmp,1_left,26_left,0.22802734375,-4,2048,False,False
aeval1.bmp,norazal3.bmp,1_left,26_left,0.22509765625,8,2048,False,False
aeval1.bmp,norazal4.bmp,1_left,26_left,0.22314453125,3,2048,False,False
aeval1.bmp,norazal5.bmp,1_left,26_left,0.22314453125,-8,2048,False,False
aeval1.bmp,norazar1.bmp,1_left,26_right,0.21875,2,2048,False,False
aeval1.bmp,norazar2.bmp,1_left,26_right,0.2255859375,2,2048,False,False
aeval1.bmp,norazar3.bmp,1_left,26_right,0.21923828125,5,2048,False,False
aeval1.bmp,norazar4.bmp,1_left,26_right,0.22900390625,6,2048,False,False
aeval1.bmp,norazar5.bmp,1_left,26_right,0.22265625,4,2048,False,False
aeval1.bmp,norsuhaidahl1.bmp,1_left,27_left,0.22802734375,-8,2048,False,False
aeval1.bmp,norsuhaidahl2.bmp,1_left,27_left,0.201171875,2,2048,False,True
aeval1.bmp,norsuhaidahl3.bmp,1_left,27_left,0.2392578125,-1,2048,False,False
aeval1.bmp,norsuhaidahl4.bmp,1_left,27_left,0.23486328125,-8,2048,False,False
aeval1.bmp,norsuhaidahl5.bmp,1_left,27_left,0.22265625,0,2048,False,False
aeval1.bmp,norsuhaidahr1.bmp,1_left,27_right,0.27001953125,8,2048,False,False
aeval1.bmp,norsuhaidahr2.bmp,1_left,27_right,0.236328125,0,2048,False,False
aeval1.bmp,norsuhaidahr3.bmp,1_left,27_right,0.21337890625,5,2048,False,True
aeval1.bmp,norsuhaidahr4.bmp,1_left,27_right,0.2470703125,-8,2048,False,False
aeval1.bmp,norsuhaidahr5.bmp,1_left,27_right,0.25341796875,1,2048,False,False
aeval1.bmp,ongbll1.bmp,1_left,28_left,0.19775390625,4,2048,False,True
aeval1.bmp,ongbll2.bmp,1_left,28_left,0.232421875,-8,2048,False,False
aeval1.bmp,ongbll3.bmp,1_left,28_left,0.2099609375,7,2048,False,True
aeval1.bmp,ongbll4.bmp,1_left,28_left,0.20166015625,3,2048,False,True
aeval1.bmp,ongbll5.bmp,1_left,28_left,0.21533203125,3,2048,False,True
aeval1.bmp,ongblr1.bmp,1_left,28_right,0.22802734375,-5,2048,False,False
aeval1.bmp,ongblr2.bmp,1_left,28_right,0.21923828125,1,2048,False,False
aeval1.bmp,ongblr3.bmp,1_left,28_right,0.228515625,0,2048,False,False
aeval1.bmp,ongblr4.bmp,1_left,28_right,0.21142578125,-2,2048,False,True
aeval1.bmp,ongblr5.bmp,1_left,28_right,0.24169921875,-2,2048,False,False
aeval1.bmp,pcll1.bmp,1_left,29_left,0.24267578125,6,2048,False,False
aeval1.bmp,pcll2.bmp,1_left,29_left,0.23583984375,-8,2048,False,False
aeval1.bmp,pcll3.bmp,1_left,29_left,0.23828125,4,2048,False,False
aeval1.bmp,pcll4.bmp,1_left,29_left,0.22021484375,7,2048,False,False
aeval1.bmp,pcll5.bmp,1_left,29_left,0.23095703125,-8,2048,False,False
aeval1.bmp,pclr1.bmp,1_left,29_right,0.23095703125,0,2048,False,False
aeval1.bmp,pclr2.bmp,1_left,29_right,0.2216796875,-8,2048,False,False
aeval1.bmp,pclr3.bmp,1_left,29_right,0.2275390625,1,2048,False,False
aeval1.bmp,pclr4.bmp,1_left,29_right,0.23876953125,-4,2048,False,False
aeval1.bmp,pclr5.bmp,1_left,29_right,0.23291015625,-8,2048,False,False
aeval1.bmp,chingycl1.bmp,1_left,3_left,0.2158203125,8,2048,False,True
aeval1.bmp,chingycl2.bmp,1_left,3_left,0.23486328125,8,2048,False,False
aeval1.bmp,chingycl3.bmp,1_left,3_left,0.21044921875,3,2048,False,True
aeval1.bmp,chingycl4.bmp,1_left,3_left,0.21337890625,3,2048,False,True
aeval1.bmp,chingycl5.bmp,1_left,3_left,0.2158203125,-1,2048,False,True
aeval1.bmp,chingycr1.bmp,1_left,3_right,0.21240234375,-6,2048,False,True
aeval1.bmp,chingycr2.bmp,1_left,3_right,0.19677734375,8,2048,False,True
aeval1.bmp,chingycr3.bmp,1_left,3_right,0.2080078125,-3,2048,False,True
aeval1.bmp,chingycr4.bmp,1_left,3_right,0.20849609375,7,2048,False,True
aeval1.bmp,chingycr5.bmp,1_left,3_right,0.21337890625,0,2048,False,True
aeval1.bmp,philipl1.bmp,1_left,30_left,0.208984375,5,2048,False,True
aeval1.bmp,philipl2.bmp,1_left,30_left,0.22216796875,3,2048,False,False
aeval1.bmp,philipl3.bmp,1_left,30_left,0.2138671875,3,2048,False,True
aeval1.bmp,philipl4.bmp,1_left,30_left,0.23583984375,0,2048,False,False
aeval1.bmp,philipl5.bmp,1_left,30_left,0.2138671875,-3,2048,False,True
aeval1.bmp,philipr1.bmp,1_left,30_right,0.23876953125,-8,2048,False,False
aeval1.bmp,philipr2.bmp,1_left,30_right,0.2001953125,1,2048,False,True
aeval1.bmp,philipr3.bmp,1_left,30_right,0.21923828125,3,2048,False,False
aeval1.bmp,philipr4.bmp,1_left,30_right,0.19384765625,1,2048,False,True
aeval1.bmp,philipr5.bmp,1_left,30_right,0.22265625,3,2048,False,False
aeval1.bmp,roslil1.bmp,1_left,31_left,0.240234375,8,2048,False,False
aeval1.bmp,roslil2.bmp,1_left,31_left,0.24365234375,2,2048,False,False
aeval1.bmp,roslil3.bmp,1_left,31_left,0.24853515625,0,2048,False,False
aeval1.bmp,roslil4.bmp,1_left,31_left,0.2373046875,7,2048,False,False
aeval1.bmp,roslil5.bmp,1_left,31_left,0.236328125,2,2048,False,False
aeval1.bmp,roslir1.bmp,1_left,31_right,0.21142578125,2,2048,False,True
aeval1.bmp,roslir2.bmp,1_left,31_right,0.2197265625,-1,2048,False,False
aeval1.bmp,roslir3.bmp,1_left,31_right,0.23681640625,-2,2048,False,False
aeval1.bmp,roslir4.bmp,1_left,31_right,0.22412109375,-2,2048,False,False
aeval1.bmp,roslir5.bmp,1_left,31_right,0.2236328125,0,2048,False,False
aeval1.bmp,salal1.bmp,1_left,32_left,0.2138671875,-1,2048,False,True
aeval1.bmp,salal2.bmp,1_left,32_left,0.22119140625,-4,2048,False,False
aeval1.bmp,salal3.bmp,1_left,32_left,0.2255859375,3,2048,False,False
aeval1.bmp,salal4.bmp,1_left,32_left,0.2333984375,-3,2048,False,False
aeval1.bmp,salal5.bmp,1_left,32_left,0.23046875,-4,2048,False,False
aeval1.bmp,salar1.bmp,1_left,32_right,0.23095703125,-5,2048,False,False
aeval1.bmp,salar2.bmp,1_left,32_right,0.2392578125,-4,2048,False,False
aeval1.bmp,salar3.bmp,1_left,32_right,0.23583984375,-4,2048,False,False
aeval1.bmp,salar4.bmp,1_left,32_right,0.24169921875,3,2048,False,False
aeval1.bmp,salar5.bmp,1_left,32_right,0.2314453125,-5,2048,False,False
aeval1.bmp,sarinal1.bmp,1_left,33_left,0.236328125,8,2048,False,False
aeval1.bmp,sarinal2.bmp,1_left,33_left,0.23193359375,8,2048,False,False
aeval1.bmp,sarinal3.bmp,1_left,33_left,0.24169921875,-2,2048,False,False
aeval1.bmp,sarinal4.bmp,1_left,33_left,0.248046875,1,2048,False,False
aeval1.bmp,sarinal5.bmp,1_left,33_left,0.25341796875,-7,2048,False,False
aeval1.bmp,sarinar1.bmp,1_left,33_right,0.20654296875,5,2048,False,True
aeval1.bmp,sarinar2.bmp,1_left,33_right,0.224609375,6,2048,False,False
aeval1.bmp,sarinar3.bmp,1_left,33_right,0.22607421875,7,2048,False,False
aeval1.bmp,sarinar4.bmp,1_left,33_right,0.24169921875,8,2048,False,False
aeval1.bmp,sarinar5.bmp,1_left,33_right,0.23291015625,7,2048,False,False
aeval1.bmp,sitil1.bmp,1_left,34_left,0.24365234375,-1,2048,False,False
aeval1.bmp,sitil2.bmp,1_left,34_left,0.22607421875,-8,2048,False,False
aeval1.bmp,sitil3.bmp,1_left,34_left,0.20849609375,5,2048,False,True
aeval1.bmp,sitil4.bmp,1_left,34_left,0.22412109375,-7,2048,False,False
aeval1.bmp,sitil5.bmp,1_left,34_left,0.23095703125,8,2048,False,False
aeval1.bmp,sitir1.bmp,1_left,34_right,0.23193359375,-2,2048,False,False
aeval1.bmp,sitir2.bmp,1_left,34_right,0.23046875,-2,2048,False,False
aeval1.bmp,sitir3.bmp,1_left,34_right,0.234375,-1,2048,False,False
aeval1.bmp,sitir4.bmp,1_left,34_right,0.23779296875,7,2048,False,False
aeval1.bmp,sitir5.bmp,1_left,34_right,0.2314453125,-8,2048,False,False
aeval1.bmp,suzailil1.bmp,1_left,35_left,0.2275390625,7,2048,False,False
aeval1.bmp,suzailil2.bmp,1_left,35_left,0.2255859375,4,2048,False,False
aeval1.bmp,suzailil3.bmp,1_left,35_left,0.22509765625,-1,2048,False,False
aeval1.bmp,suzailil4.bmp,1_left,35_left,0.232421875,4,2048,False,False
aeval1.bmp,suzailil5.bmp,1_left,35_left,0.23046875,-1,2048,False,False
aeval1.bmp,suzailir1.bmp,1_left,35_right,0.23681640625,-1,2048,False,False
aeval1.bmp,suzailir2.bmp,1_left,35_right,0.2421875,-1,2048,False,False
aeval1.bmp,suzailir3.bmp,1_left,35_right,0.220703125,4,2048,False,False
aeval1.bmp,suzailir4.bmp,1_left,35_right,0.22119140625,4,2048,False,False
aeval1.bmp,suzailir5.bmp,1_left,35_right,0.2294921875,-5,2048,False,False
aeval1.bmp,tanwnl1.bmp,1_left,36_left,0.25244140625,6,2048,False,False
aeval1.bmp,tanwnl2.bmp,1_left,36_left,0.2490234375,-8,2048,False,False
aeval1.bmp,tanwnl3.bmp,1_left,36_left,0.24755859375,0,2048,False,False
aeval1.bmp,tanwnl4.bmp,1_left,36_left,0.224609375,0,2048,False,False
aeval1.bmp,tanwnl5.bmp,1_left,36_left,0.22216796875,1,2048,False,False
aeval1.bmp,tanwnr1.bmp,1_left,36_right,0.21484375,-5,2048,False,True
aeval1.bmp,tanwnr2.bmp,1_left,36_right,0.21875,-8,2048,False,False
aeval1.bmp,tanwnr3.bmp,1_left,36_right,0.20361328125,-6,2048,False,True
aeval1.bmp,tanwnr4.bmp,1_left,36_right,0.19775390625,-3,2048,False,True
aeval1.bmp,tanwnr5.bmp,1_left,36_right,0.2373046875,-5,2048,False,False
aeval1.bmp,thomasl1.bmp,1_left,37_left,0.22216796875,0,2048,False,False
aeval1.bmp,thomasl2.bmp,1_left,37_left,0.22021484375,4,2048,False,False
aeval1.bmp,thomasl3.bmp,1_left,37_left,0.23876953125,3,2048,False,False
aeval1.bmp,thomasl4.bmp,1_left,37_left,0.21826171875,4,2048,False,False
aeval1.bmp,thomasl5.bmp,1_left,37_left,0.2275390625,-5,2048,False,False
aeval1.bmp,thomasr1.bmp,1_left,37_right,0.24267578125,6,2048,False,False
aeval1.bmp,thomasr2.bmp,1_left,37_right,0.23046875,4,2048,False,False
aeval1.bmp,thomasr3.bmp,1_left,37_right,0.2197265625,5,2048,False,False
aeval1.bmp,thomasr4.bmp,1_left,37_right,0.23095703125,4,2048,False,False
aeval1.bmp,thomasr5.bmp,1_left,37_right,0.2333984375,5,2048,False,False
aeval1.bmp,tickl1.bmp,1_left,38_left,0.21240234375,-3,2048,False,True
aeval1.bmp,tickl2.bmp,1_left,38_left,0.2158203125,-4,2048,False,True
aeval1.bmp,tickl3.bmp,1_left,38_left,0.20361328125,-2,2048,False,True
aeval1.bmp,tickl4.bmp,1_left,38_left,0.21337890625,-2,2048,False,True
aeval1.bmp,tickl5.bmp,1_left,38_left,0.23828125,-2,2048,False,False
aeval1.bmp,tickr1.bmp,1_left,38_right,0.240234375,8,2048,False,False
aeval1.bmp,tickr2.bmp,1_left,38_right,0.22900390625,7,2048,False,False
aeval1.bmp,tickr3.bmp,1_left,38_right,0.22607421875,8,2048,False,False
aeval1.bmp,tickr4.bmp,1_left,38_right,0.21337890625,6,2048,False,True
aeval1.bmp,tickr5.bmp,1_left,38_right,0.19873046875,8,2048,False,True
aeval1.bmp,tingcyl1.bmp,1_left,39_left,0.216796875,2,2048,False,False
aeval1.bmp,tingcyl2.bmp,1_left,39_left,0.20947265625,-8,2048,False,True
aeval1.bmp,tingcyl3.bmp,1_left,39_left,0.2119140625,-1,2048,False,True
aeval1.bmp,tingcyl4.bmp,1_left,39_left,0.22314453125,-8,2048,False,False
