image,pupil_center_x,pupil_center_y,pupil_radius,status
bryanl3.bmp,147,134,20,ok
bryanl4.bmp,132,94,22,ok
bryanl5.bmp,166,107,22,ok
bryanr1.bmp,168,106,27,ok
bryanr2.bmp,195,112,25,ok
bryanr3.bmp,203,132,26,ok
bryanr4.bmp,180,136,24,ok
bryanr5.bmp,134,129,24,ok
masl1.bmp,162,154,25,ok
masl2.bmp,210,120,24,ok
masl3.bmp,196,145,25,ok
masl4.bmp,173,139,24,ok
masl5.bmp,166,136,23,ok
masr1.bmp,168,127,35,ok
masr2.bmp,180,149,22,ok
masr3.bmp,177,146,21,ok
masr4.bmp,177,148,21,ok
masr5.bmp,157,150,22,ok
mazwanl1.bmp,178,122,23,ok
mazwanl2.bmp,162,117,23,ok
mazwanl3.bmp,157,107,23,ok
mazwanl4.bmp,159,132,22,ok
mazwanl5.bmp,145,129,21,ok
mazwanr1.bmp,158,125,24,ok
mazwanr2.bmp,146,115,25,ok
mazwanr3.bmp,158,122,25,ok
mazwanr4.bmp,142,118,25,ok
mazwanr5.bmp,151,131,26,ok
mimil1.bmp,162,136,20,ok
mimil2.bmp,167,122,20,ok
mimil3.bmp,176,124,21,ok
mimil4.bmp,162,123,22,ok
mimil5.bmp,196,112,49,ok
mimir1.bmp,199,99,46,ok
mimir2.bmp,184,125,22,ok
mimir3.bmp,154,120,50,ok
mimir4.bmp,182,139,21,ok
mimir5.bmp,182,145,20,ok
minglil1.bmp,166,117,24,ok
minglil2.bmp,189,99,24,ok
minglil3.bmp,189,108,23,ok
minglil4.bmp,179,110,22,ok
minglil5.bmp,191,105,21,ok
minglir1.bmp,173,110,23,ok
minglir2.bmp,156,101,22,ok
minglir3.bmp,147,104,21,ok
minglir4.bmp,181,111,21,ok
minglir5.bmp,199,107,21,ok
ngkokwhyl1.bmp,145,127,22,ok
ngkokwhyl2.bmp,162,117,22,ok
ngkokwhyl3.bmp,168,113,21,ok
ngkokwhyl4.bmp,171,123,23,ok
ngkokwhyl5.bmp,157,124,21,ok
ngkokwhyr1.bmp,148,128,20,ok
ngkokwhyr2.bmp,164,117,21,ok
ngkokwhyr3.bmp,166,123,21,ok
ngkokwhyr4.bmp,159,118,21,ok
ngkokwhyr5.bmp,153,107,21,ok
nkll1.bmp,167,85,30,ok
nkll2.bmp,160,86,26,ok
nkll3.bmp,200,115,28,ok
nkll4.bmp,191,108,28,ok
nkll5.bmp,209,122,31,ok
nklr1.bmp,170,90,29,ok
nklr2.bmp,169,92,29,ok
nklr3.bmp,187,92,26,ok
nklr4.bmp,199,98,28,ok
nklr5.bmp,193,122,27,ok
norazal1.bmp,179,127,21,ok
norazal2.bmp,161,124,22,ok
norazal3.bmp,179,134,22,ok
norazal4.bmp,189,141,23,ok
norazal5.bmp,184,138,20,ok
norazar1.bmp,180,105,24,ok
norazar2.bmp,202,106,28,ok
norazar3.bmp,192,123,28,ok
norazar4.bmp,189,138,29,ok
norazar5.bmp,192,126,29,ok
norsuhaidahl1.bmp,160,121,22,ok
norsuhaidahl2.bmp,147,116,21,ok
norsuhaidahl3.bmp,160,133,22,ok
norsuhaidahl4.bmp,173,114,21,ok
norsuhaidahl5.bmp,171,107,20,ok
norsuhaidahr1.bmp,175,128,21,ok
norsuhaidahr2.bmp,176,119,23,ok
norsuhaidahr3.bmp,177,125,21,ok
norsuhaidahr4.bmp,190,150,20,ok
norsuhaidahr5.bmp,166,133,22,ok
ongbll1.bmp,163,108,21,ok
ongbll2.bmp,155,93,22,ok
ongbll3.bmp,160,89,20,ok
ongbll4.bmp,162,97,20,ok
ongbll5.bmp,160,95,22,ok
ongblr1.bmp,151,108,25,ok
ongblr2.bmp,132,92,25,ok
ongblr3.bmp,140,88,25,ok
ongblr4.bmp,145,90,25,ok
ongblr5.bmp,142,103,26,ok
pcll1.bmp,159,113,32,ok
pcll2.bmp,162,112,23,ok
pcll3.bmp,164,115,52,ok
pcll4.bmp,150,84,41,ok
pcll5.bmp,172,123,20,ok
pclr1.bmp,173,132,21,ok
pclr2.bmp,155,137,20,ok
pclr3.bmp,162,142,21,ok
pclr4.bmp,173,128,21,ok
pclr5.bmp,162,136,21,ok
chingycl1.bmp,186,96,23,ok
chingycl2.bmp,162,99,48,ok
chingycl3.bmp,171,121,21,ok
chingycl4.bmp,175,123,21,ok
chingycl5.bmp,179,115,21,ok
chingycr1.bmp,169,124,23,ok
chingycr2.bmp,181,110,20,ok
chingycr3.bmp,179,122,20,ok
chingycr4.bmp,165,117,22,ok
chingycr5.bmp,149,118,22,ok
philipl1.bmp,179,109,20,ok
philipl2.bmp,149,131,22,ok
philipl3.bmp,149,111,22,ok
philipl4.bmp,145,131,21,ok
philipl5.bmp,136,127,20,ok
philipr1.bmp,149,145,24,ok
philipr2.bmp,140,97,21,ok
philipr3.bmp,136,104,20,ok
philipr4.bmp,153,109,27,ok
philipr5.bmp,141,106,22,ok
roslil1.bmp,182,108,25,ok
roslil2.bmp,175,115,24,ok
roslil3.bmp,192,107,22,ok
roslil4.bmp,174,110,22,ok
roslil5.bmp,177,107,25,ok
roslir1.bmp,167,91,20,ok
roslir2.bmp,168,99,21,ok
roslir3.bmp,173,107,21,ok
roslir4.bmp,186,103,20,ok
roslir5.bmp,192,100,21,ok
salal1.bmp,141,144,23,ok
salal2.bmp,130,140,24,ok
salal3.bmp,126,133,23,ok
salal4.bmp,110,138,21,ok
salal5.bmp,106,138,22,ok
salar1.bmp,154,119,23,ok
salar2.bmp,156,130,24,ok
salar3.bmp,197,117,22,ok
salar4.bmp,190,116,23,ok
salar5.bmp,196,124,23,ok
sarinal1.bmp,168,125,26,ok
sarinal2.bmp,167,139,28,ok
sarinal3.bmp,147,133,27,ok
sarinal4.bmp,171,126,27,ok
sarinal5.bmp,148,143,28,ok
sarinar1.bmp,190,121,28,ok
sarinar2.bmp,163,134,26,ok
sarinar3.bmp,166,132,27,ok
sarinar4.bmp,186,128,25,ok
sarinar5.bmp,173,125,27,ok
sitil1.bmp,166,122,22,ok
sitil2.bmp,160,115,21,ok
sitil3.bmp,183,122,21,ok
sitil4.bmp,166,124,22,ok
sitil5.bmp,185,101,22,ok
sitir1.bmp,172,113,21,ok
sitir2.bmp,172,114,23,ok
sitir3.bmp,176,104,23,ok
sitir4.bmp,144,128,21,ok
sitir5.bmp,180,102,22,ok
suzailil1.bmp,166,134,53,ok
suzailil2.bmp,201,145,46,ok
suzailil3.bmp,236,129,38,ok
suzailil4.bmp,197,104,42,ok
suzailil5.bmp,210,130,52,ok
suzailir1.bmp,88,123,24,ok
suzailir2.bmp,155,140,31,ok
suzailir3.bmp,168,128,26,ok
suzailir4.bmp,147,124,26,ok
suzailir5.bmp,162,139,29,ok
tanwnl1.bmp,122,88,24,ok
tanwnl2.bmp,161,84,24,ok
tanwnl3.bmp,135,70,20,ok
tanwnl4.bmp,156,78,20,ok
tanwnl5.bmp,110,108,20,ok
tanwnr1.bmp,132,105,23,ok
tanwnr2.bmp,122,86,24,ok
tanwnr3.bmp,139,87,24,ok
tanwnr4.bmp,184,87,22,ok
tanwnr5.bmp,175,108,21,ok
thomasl1.bmp,170,93,28,ok
thomasl2.bmp,176,91,24,ok
thomasl3.bmp,184,102,27,ok
thomasl4.bmp,185,132,23,ok
thomasl5.bmp,153,118,26,ok
thomasr1.bmp,168,115,29,ok
thomasr2.bmp,169,117,31,ok
thomasr3.bmp,135,109,29,ok
thomasr4.bmp,138,95,31,ok
thomasr5.bmp,138,100,30,ok
tickl1.bmp,174,103,21,ok
tickl2.bmp,166,108,22,ok
tickl3.bmp,169,114,21,ok
tickl4.bmp,182,115,21,ok
tickl5.bmp,163,121,21,ok
tickr1.bmp,154,119,23,ok
tickr2.bmp,159,122,24,ok
tickr3.bmp,146,119,24,ok
tickr4.bmp,160,117,22,ok
tickr5.bmp,163,126,22,ok
tingcyl1.bmp,152,105,22,ok
tingcyl2.bmp,144,103,21,ok
tingcyl3.bmp,156,100,22,ok
tingcyl4.bmp,164,95,22,ok
tingcyl5.bmp,164,112,21,ok
tingcyr1.bmp,152,113,20,ok
tingcyr2.bmp,164,102,21,ok
tingcyr3.bmp,163,106,23,ok
tingcyr4.bmp,164,120,21,ok
tingcyr5.bmp,156,130,21,ok
tonghll1.bmp,198,165,23,ok
tonghll2.bmp,158,130,22,ok
tonghll3.bmp,155,125,20,ok
tonghll4.bmp,165,118,20,ok
tonghll5.bmp,164,127,20,ok
tonghlr1.bmp,182,92,23,ok
tonghlr2.bmp,142,129,22,ok
tonghlr3.bmp,156,141,21,ok
tonghlr4.bmp,160,101,23,ok
tonghlr5.bmp,177,98,22,ok
vimalal1.bmp,185,116,21,ok
vimalal2.bmp,171,123,20,ok
vimalal3.bmp,164,144,23,ok
vimalal4.bmp,137,134,23,ok
vimalal5.bmp,165,133,23,ok
vimalar1.bmp,173,118,21,ok
vimalar2.bmp,165,127,20,ok
vimalar3.bmp,144,135,20,ok
vimalar4.bmp,142,134,21,ok
vimalar5.bmp,128,129,21,ok
weecml1.bmp,138,112,31,ok
weecml2.bmp,154,113,25,ok
weecml3.bmp,145,120,26,ok
weecml4.bmp,154,106,31,ok
weecml5.bmp,163,112,23,ok
weecmr1.bmp,168,109,22,ok
weecmr2.bmp,173,115,23,ok
weecmr3.bmp,175,110,23,ok
weecmr4.bmp,157,108,23,ok
weecmr5.bmp,166,112,22,ok
winl1.bmp,191,91,27,ok
winl2.bmp,182,113,28,ok
winl3.bmp,192,121,27,ok
winl4.bmp,158,103,23,ok
winl5.bmp,163,136,27,ok
winr1.bmp,147,125,24,ok
winr2.bmp,167,125,24,ok
winr3.bmp,183,121,25,ok
winr4.bmp,130,137,24,ok
winr5.bmp,120,138,25,ok
yannl1.bmp,159,142,25,ok
yannl2.bmp,145,132,24,ok
yannl3.bmp,161,118,24,ok
yannl4.bmp,160,128,24,ok
yannl5.bmp,186,127,24,ok
yannr1.bmp,164,104,27,ok
yannr2.bmp,172,142,20,ok
yannr3.bmp,183,118,23,ok
yannr4.bmp,168,82,24,ok
yannr5.bmp,154,121,24,ok
zaridahl1.bmp,166,119,20,ok
zaridahl2.bmp,168,116,24,ok
zaridahl3.bmp,148,109,20,ok
zaridahl4.bmp,163,109,20,ok
zaridahl5.bmp,145,115,21,ok
zaridahr1.bmp,159,121,20,ok
zaridahr2.bmp,173,126,20,ok
zaridahr3.bmp,157,117,21,ok
zaridahr4.bmp,168,124,22,ok
zaridahr5.bmp,173,114,22,ok
zulaikahl1.bmp,176,106,22,ok
zulaikahl2.bmp,171,129,23,ok
zulaikahl3.bmp,174,111,22,ok
zulaikahl4.bmp,165,128,24,ok
zulaikahl5.bmp,169,120,23,ok
zulaikahr1.bmp,177,120,25,ok
zulaikahr2.bmp,171,109,24,ok
zulaikahr3.bmp,175,112,26,ok
zulaikahr4.bmp,173,122,25,ok
zulaikahr5.bmp,176,121,26,ok
chongpkl1.bmp,162,115,22,ok
chongpkl2.bmp,199,116,29,ok
chongpkl3.bmp,172,117,24,ok
chongpkl4.bmp,161,121,24,ok
chongpkl5.bmp,177,129,22,ok
chongpkr1.bmp,136,113,25,ok
chongpkr2.bmp,181,121,23,ok
chongpkr3.bmp,160,117,27,ok
chongpkr4.bmp,160,117,28,ok
chongpkr5.bmp,179,127,26,ok
christinel1.bmp,153,114,23,ok
christinel2.bmp,154,117,24,ok
christinel3.bmp,174,111,25,ok
christinel4.bmp,173,133,21,ok
christinel5.bmp,181,128,24,ok
christiner1.bmp,154,121,24,ok
christiner2.bmp,197,116,22,ok
christiner3.bmp,189,105,22,ok
christiner4.bmp,187,103,21,ok
christiner5.bmp,193,117,21,ok
chualsl1.bmp,170,100,21,ok
chualsl2.bmp,154,99,23,ok
chualsl3.bmp,167,112,21,ok
chualsl4.bmp,151,111,23,ok
chualsl5.bmp,207,119,21,ok
chualsr1.bmp,161,122,26,ok
chualsr2.bmp,162,118,24,ok
chualsr3.bmp,166,117,24,ok
chualsr4.bmp,167,108,25,ok
chualsr5.bmp,158,106,25,ok
eugenehol1.bmp,173,115,21,ok
eugenehol2.bmp,186,112,27,ok
eugenehol3.bmp,171,114,27,ok
eugenehol4.bmp,160,117,29,ok
eugenehol5.bmp,174,127,29,ok
eugenehor1.bmp,158,124,21,ok
eugenehor2.bmp,156,114,20,ok
eugenehor3.bmp,164,119,20,ok
eugenehor4.bmp,142,132,34,ok
eugenehor5.bmp,159,126,23,ok
fatmal1.bmp,143,147,21,ok
fatmal2.bmp,180,118,20,ok
fatmal3.bmp,185,130,22,ok
fatmal4.bmp,178,140,22,ok
fatmal5.bmp,186,126,21,ok
fatmar1.bmp,158,106,20,ok
fatmar2.bmp,147,137,25,ok
fatmar3.bmp,165,124,20,ok
fatmar4.bmp,167,132,25,ok
fatmar5.bmp,170,127,21,ok
